iter	RMSE
931	17.23561031
932	17.23498463
933	17.23097695
934	17.22829042
935	17.22518713
936	17.22160357
937	17.21831408
938	17.2156234
939	17.21378678
940	17.21300083
941	17.20987378
942	17.2063504
943	17.20423238
944	17.20243847
945	17.20004867
946	17.19930595
947	17.19703504
948	17.19487545
949	17.19244165
950	17.19218948
951	17.19043373
952	17.1887495
953	17.18604985
954	17.18249575
955	17.17999086
956	17.1784141
957	17.17790354
958	17.17580442
959	17.17450863
960	17.1711018
961	17.16860521
962	17.1665971
963	17.16406307
964	17.16190764
965	17.15765463
966	17.15516578
967	17.1526505
968	17.14961719
969	17.14943096
970	17.14744811
971	17.1438302
972	17.1403104
973	17.13805349
974	17.13786463
975	17.13491916
976	17.13263439
977	17.13189439
978	17.12847419
979	17.12647446
980	17.1240946
981	17.12219087
982	17.12176636
983	17.11908371
984	17.11591435
985	17.11398066
986	17.11079328
987	17.1093981
988	17.10612583
989	17.10594419
990	17.10301281
991	17.10206237
992	17.09996051
993	17.09924496
994	17.09715718
995	17.09607519
996	17.09492069
997	17.09273184
998	17.08875455
999	17.08744425
